iter	Passed	Remaining
1666	27141	5421
1667	27156	5405
1668	27170	5388
1669	27184	5371
1670	27198	5355
1671	27211	5338
1672	27226	5321
1673	27239	5304
1674	27253	5288
1675	27268	5271
1676	27282	5254
1677	27296	5238
1678	27310	5221
1679	27323	5204
1680	27340	5188
1681	27376	5175
1682	27393	5159
1683	27407	5142
1684	27425	5127
1685	27441	5110
1686	27459	5094
1687	27476	5078
1688	27492	5062
1689	27520	5048
1690	27536	5031
1691	27553	5015
1692	27585	5002
1693	27600	4985
1694	27616	4969
1695	27631	4952
1696	27647	4936
1697	27664	4920
1698	27684	4904
1699	27706	4889
1700	27728	4874
1701	27745	4857
1702	27763	4841
1703	27782	4825
1704	27801	4810
1705	27821	4794
1706	27840	4778
1707	27862	4763
1708	27889	4748
1709	27904	4732
1710	27919	4715
1711	27933	4699
1712	27949	4682
1713	27965	4666
1714	27979	4649
1715	27999	4633
1716	28028	4619
1717	28060	4605
1718	28089	4591
1719	28114	4576
1720	28138	4561
1721	28157	4545
1722	28172	4529
1723	28187	4512
1724	28201	4495
1725	28214	4478
1726	28228	4462
1727	28241	4445
1728	28254	4428
1729	28267	4411
1730	28281	4394
1731	28294	4378
1732	28308	4361
1733	28325	4345
1734	28347	4329
1735	28362	4313
1736	28379	4296
1737	28395	4280
1738	28410	4264
1739	28424	4247
1740	28438	4230
1741	28461	4215
1742	28485	4200
1743	28512	4185
1744	28538	4170
1745	28561	4155
1746	28589	4140
1747	28613	4125
1748	28631	4108
1749	28658	4094
1750	28781	4092
1751	28821	4079
1752	28836	4063
1753	28851	4046
1754	28866	4029
1755	28879	4012
1756	28893	3996
1757	28906	3979
1758	28922	3962
1759	28937	3946
1760	28951	3929
1761	28966	3912
1762	28981	3896
1763	28996	3879
1764	29012	3862
1765	29027	3846
1766	29043	3829
1767	29063	3813
1768	29078	3797
1769	29093	3780
1770	29108	3763
1771	29124	3747
1772	29140	3730
1773	29155	3714
1774	29171	3697
1775	29185	3681
1776	29200	3664
1777	29214	3647
1778	29229	3631
1779	29243	3614
1780	29257	3597
1781	29271	3580
1782	29285	3564
1783	29299	3547
1784	29314	3530
1785	29327	3514
1786	29341	3497
1787	29356	3480
1788	29370	3464
1789	29384	3447
1790	29398	3430
1791	29413	3414
1792	29426	3397
1793	29440	3380
1794	29456	3364
1795	29470	3347
1796	29484	3330
1797	29498	3314
1798	29513	3297
1799	29530	3281
1800	29549	3265
1801	29570	3249
1802	29594	3233
1803	29610	3217
1804	29625	3200
1805	29641	3184
1806	29658	3167
1807	29677	3151
1808	29695	3135
1809	29711	3118
1810	29726	3102
1811	29740	3085
1812	29771	3070
1813	29787	3054
1814	29801	3037
1815	29816	3021
1816	29831	3004
1817	29845	2987
1818	29860	2971
1819	29875	2954
1820	29904	2939
1821	29919	2922
1822	29935	2906
1823	29950	2889
1824	29964	2873
1825	29979	2856
1826	29994	2840
1827	30009	2823
1828	30023	2806
1829	30037	2790
1830	30052	2773
1831	30067	2757
1832	30083	2740
1833	30099	2724
1834	30113	2707
1835	30128	2691
1836	30144	2674
1837	30158	2658
1838	30173	2641
1839	30188	2625
1840	30202	2608
1841	30216	2591
1842	30231	2575
1843	30245	2558
1844	30259	2542
1845	30274	2525
1846	30288	2509
1847	30302	2492
1848	30318	2476
1849	30332	2459
1850	30346	2442
1851	30360	2426
1852	30374	2409
1853	30388	2393
1854	30402	2376
1855	30416	2359
1856	30429	2343
1857	30443	2326
1858	30457	2310
1859	30471	2293
1860	30484	2276
1861	30498	2260
1862	30512	2243
1863	30525	2227
1864	30538	2210
1865	30552	2193
1866	30565	2177
1867	30579	2160
1868	30594	2144
1869	30607	2127
1870	30622	2111
1871	30636	2094
1872	30665	2079
1873	30679	2062
1874	30692	2046
1875	30705	2029
1876	30719	2013
1877	30732	1996
1878	30744	1979
1879	30758	1963
1880	30771	1946
1881	30785	1930
1882	30799	1913
1883	30812	1897
1884	30826	1880
1885	30840	1864
1886	30852	1847
1887	30867	1831
1888	30881	1814
1889	30894	1798
1890	30908	1781
1891	30923	1765
1892	30937	1748
1893	30950	1732
1894	30964	1715
1895	30978	1699
1896	30991	1682
1897	31006	1666
1898	31020	1649
1899	31035	1633
1900	31050	1617
1901	31065	1600
1902	31079	1584
1903	31094	1567
1904	31108	1551
1905	31122	1534
1906	31137	1518
1907	31151	1502
1908	31165	1485
1909	31180	1469
1910	31194	1452
1911	31209	1436
1912	31223	1419
1913	31238	1403
1914	31252	1387
1915	31266	1370
1916	31280	1354
1917	31295	1337
1918	31309	1321
1919	31325	1305
1920	31341	1288
1921	31355	1272
1922	31370	1256
1923	31387	1239
1924	31401	1223
1925	31416	1207
1926	31432	1190
1927	31447	1174
1928	31461	1157
1929	31476	1141
1930	31491	1125
1931	31505	1108
1932	31520	1092
1933	31535	1076
1934	31549	1059
1935	31563	1043
1936	31586	1027
1937	31600	1010
1938	31613	994
1939	31627	978
1940	31641	961
1941	31655	945
1942	31668	929
1943	31682	912
1944	31696	896
1945	31726	880
1946	31746	864
1947	31765	847
1948	31792	831
1949	31809	815
1950	31827	799
1951	31844	783
1952	31865	766
1953	31883	750
1954	31900	734
1955	31917	717
1956	31934	701
1957	31950	685
1958	31965	669
1959	31980	652
1960	31995	636
1961	32009	619
1962	32024	603
1963	32040	587
1964	32058	571
1965	32073	554
1966	32090	538
1967	32105	522
1968	32121	505
1969	32136	489
1970	32150	473
1971	32165	456
1972	32180	440
1973	32195	424
1974	32210	407
1975	32226	391
1976	32240	375
1977	32256	358
1978	32269	342
1979	32283	326
1980	32297	309
1981	32311	293
1982	32327	277
1983	32343	260
1984	32361	244
1985	32377	228
1986	32393	211
1987	32531	196
1988	32549	180
1989	32567	163
1990	32584	147
1991	32615	130
1992	32633	114
1993	32650	98
1994	32666	81
1995	32685	65
1996	32703	49
1997	32721	32
1998	32741	16
1999	32758	0
