iter	Logloss
1513	0.3958159455
1514	0.3958128002
1515	0.3957897458
1516	0.3957847827
1517	0.3957769524
1518	0.3957330849
1519	0.3957324716
1520	0.3957301132
1521	0.3957285043
1522	0.3957151366
1523	0.3957074343
1524	0.3956928677
1525	0.3956853167
1526	0.3956741251
1527	0.3956634079
1528	0.3956566974
1529	0.3956489184
1530	0.3956265947
1531	0.3956126179
1532	0.3956052272
1533	0.3955965259
1534	0.395595926
1535	0.3955934565
1536	0.3955900737
1537	0.3955834707
1538	0.3955579078
1539	0.395538638
1540	0.3955316534
1541	0.395523134
1542	0.3955104901
1543	0.3955056184
1544	0.3954801542
1545	0.395477299
1546	0.3954698687
1547	0.3954675625
1548	0.3954644005
1549	0.3954583602
1550	0.3954498147
1551	0.3954475584
1552	0.3954382325
1553	0.3954358006
1554	0.3954229852
1555	0.3953983329
1556	0.3953924461
1557	0.3953830799
1558	0.3953404498
1559	0.3953388101
1560	0.3953371902
1561	0.3953348027
1562	0.395305855
1563	0.3952924925
1564	0.395291992
1565	0.3952789162
1566	0.3952595686
1567	0.3952180409
1568	0.3952139236
1569	0.3952010213
1570	0.3951888405
1571	0.395184093
1572	0.3951811556
1573	0.3951740632
1574	0.3951614859
1575	0.3951331692
1576	0.3951023959
1577	0.3951007955
1578	0.3950984892
1579	0.3950947475
1580	0.395093695
1581	0.3950914263
1582	0.3950637062
1583	0.3950576639
1584	0.3950377164
1585	0.3950136521
1586	0.3949737986
1587	0.394964653
1588	0.3949637831
1589	0.3949543617
1590	0.3949473662
1591	0.394926193
1592	0.39489933
1593	0.394894699
1594	0.3948825476
1595	0.3948726324
1596	0.394866729
1597	0.3948651826
1598	0.3948528008
1599	0.3948438827
1600	0.3948416099
1601	0.3948400409
1602	0.394837731
1603	0.3948279729
1604	0.3948043363
1605	0.3948028888
1606	0.3947972705
1607	0.3947910369
1608	0.3947823067
1609	0.3947796107
1610	0.3947759862
1611	0.3947701845
1612	0.3947619452
1613	0.3947423101
1614	0.3947127031
1615	0.3947083571
1616	0.3947057348
1617	0.3946955706
1618	0.3946898377
1619	0.3946882918
1620	0.3946847376
1621	0.394680223
1622	0.3946745775
1623	0.3946710777
1624	0.3946503689
1625	0.394646517
1626	0.394642255
1627	0.3946194228
1628	0.3946136592
1629	0.3946119894
1630	0.3946104595
1631	0.3946051356
1632	0.3945971265
1633	0.3945707766
1634	0.3945601787
1635	0.394551875
1636	0.3945248579
1637	0.3945224666
1638	0.3945091286
1639	0.3945039029
1640	0.3944940776
1641	0.3944906528
1642	0.3944879776
1643	0.3944853558
1644	0.3944629269
1645	0.3944409224
1646	0.3944340376
1647	0.3944319562
1648	0.3944297254
1649	0.3944228331
1650	0.3944145267
1651	0.394412074
1652	0.3943913606
1653	0.3943839412
1654	0.394371993
1655	0.3943698099
1656	0.3943567248
1657	0.3943523409
1658	0.3943508151
1659	0.3943447994
1660	0.3943329935
1661	0.3943309595
1662	0.3943187941
1663	0.3942926446
1664	0.3942859268
1665	0.3942743275
1666	0.3942728799
1667	0.3942714577
1668	0.3942699465
1669	0.3942604789
1670	0.3942222949
1671	0.3942197745
1672	0.3942124734
1673	0.3942066014
1674	0.3942029184
1675	0.394200867
1676	0.3941753415
1677	0.3941537179
1678	0.3941475334
1679	0.3941394576
1680	0.3941369199
1681	0.3941233004
1682	0.3941199355
1683	0.3941106237
1684	0.394073393
1685	0.3940540066
1686	0.394051534
1687	0.3940431707
1688	0.3940416794
1689	0.3940345037
1690	0.3940339495
1691	0.393997614
1692	0.3939937072
1693	0.3939854831
1694	0.3939709068
1695	0.3939628223
1696	0.3939600993
1697	0.3939549072
1698	0.3939351826
1699	0.3939346468
1700	0.3939324093
1701	0.3939180992
1702	0.3938968721
1703	0.3938844752
1704	0.3938797442
1705	0.3938628089
1706	0.3938585079
1707	0.3938530957
1708	0.3938430598
1709	0.3938393701
1710	0.3938328261
1711	0.3938211478
1712	0.3938191416
1713	0.393794226
1714	0.3937863423
1715	0.3937729765
1716	0.3937618721
1717	0.3937604289
1718	0.3937449903
1719	0.3937372315
1720	0.3937347895
1721	0.3937070579
1722	0.3937051067
1723	0.3937029554
1724	0.3936986297
1725	0.393692299
1726	0.3936723078
1727	0.3936700802
1728	0.3936610637
1729	0.3936459276
1730	0.3936420744
1731	0.3936367952
1732	0.393635365
1733	0.3936284679
1734	0.3936142524
1735	0.393601115
1736	0.393594183
1737	0.3935827104
1738	0.3935794485
1739	0.3935698248
1740	0.393567721
1741	0.393563407
1742	0.3935615395
1743	0.3935485468
1744	0.3935448009
1745	0.3935323095
1746	0.393530899
1747	0.3935211656
1748	0.3935098331
1749	0.3935034409
1750	0.393497168
1751	0.3934763472
1752	0.3934741692
1753	0.3934709477
1754	0.3934569766
1755	0.3934477014
1756	0.3934366614
1757	0.3934252604
1758	0.3934138243
1759	0.3934033056
1760	0.3933925012
1761	0.3933907844
1762	0.3933876206
1763	0.3933727798
1764	0.393364264
1765	0.3933621275
1766	0.3933270822
1767	0.3933239672
1768	0.3933225792
1769	0.3932982892
1770	0.3932791194
1771	0.3932680683
1772	0.3932561966
1773	0.3932541215
1774	0.3932527018
1775	0.3932336258
1776	0.393232819
1777	0.3932286259
1778	0.3932211312
1779	0.3932100778
1780	0.3932095243
1781	0.3931974546
1782	0.3931866085
1783	0.3931789994
1784	0.393172754
1785	0.3931676293
1786	0.3931552195
1787	0.3931526489
1788	0.3931332074
1789	0.3931311217
1790	0.3931232291
1791	0.3931218445
1792	0.3931167476
1793	0.3930930414
1794	0.3930914103
1795	0.3930906094
1796	0.3930674019
1797	0.3930649992
1798	0.3930538036
1799	0.3930496615
1800	0.3930458902
1801	0.3930292902
1802	0.3930049378
1803	0.3929929268
1804	0.392982267
1805	0.3929802412
1806	0.3929743864
1807	0.3929703699
1808	0.3929683683
1809	0.3929615137
1810	0.3929387707
1811	0.3929176097
1812	0.3929145344
1813	0.392910177
1814	0.392908798
1815	0.3929020287
1816	0.3928970058
1817	0.3928747616
1818	0.3928707261
1819	0.392858916
1820	0.3928493709
1821	0.3928415804
1822	0.3928378197
1823	0.3928311724
1824	0.3927971338
1825	0.3927862632
1826	0.3927752578
1827	0.3927635435
1828	0.3927621955
1829	0.3927459058
1830	0.3927317075
1831	0.3927192381
1832	0.3927107091
1833	0.392704329
1834	0.3926920809
1835	0.3926673209
1836	0.3926558185
1837	0.3926481891
1838	0.3926462778
1839	0.3926355202
1840	0.3926280488
1841	0.392612135
1842	0.3926076936
1843	0.3926036146
1844	0.3925829762
1845	0.3925714867
1846	0.3925645638
1847	0.3925443228
1848	0.392533
1849	0.3925306619
1850	0.392524163
1851	0.3925086159
1852	0.3924974865
1853	0.3924967013
1854	0.3924910363
1855	0.3924853106
1856	0.3924743789
1857	0.3924730557
1858	0.3924657452
1859	0.3924423412
1860	0.3924386625
1861	0.3924367429
1862	0.3924273264
1863	0.3924237163
1864	0.3924193401
1865	0.3924156929
1866	0.3924139815
1867	0.3924024654
1868	0.3923938799
1869	0.3923874654
1870	0.3923856163
1871	0.3923805606
1872	0.3923787516
1873	0.3923636038
1874	0.3923611442
1875	0.3923382344
1876	0.3923359674
1877	0.3923343019
1878	0.3923293214
1879	0.3923170154
1880	0.3923049404
1881	0.3923031884
1882	0.3922924277
1883	0.3922905847
1884	0.3922608281
1885	0.3922590084
1886	0.3922572119
1887	0.3922469101
1888	0.392245285
1889	0.3922233693
1890	0.3922184596
1891	0.3922078693
1892	0.3921977612
1893	0.3921762814
1894	0.3921552587
1895	0.392139378
1896	0.39213747
1897	0.3921335703
1898	0.392131382
1899	0.3921108112
1900	0.3921001837
1901	0.3920955874
1902	0.3920870115
1903	0.3920866448
1904	0.3920802728
1905	0.3920540851
1906	0.392045982
1907	0.3920273722
1908	0.3920168986
1909	0.3920156244
1910	0.392011806
1911	0.3920096216
1912	0.3919927594
1913	0.3919864576
1914	0.3919799797
1915	0.3919748045
1916	0.3919517268
1917	0.3919288803
1918	0.3919285227
1919	0.3919244765
1920	0.3919207234
1921	0.3919041772
1922	0.3919029225
1923	0.3918968142
1924	0.3918768761
1925	0.3918708272
1926	0.3918652099
1927	0.3918470532
1928	0.3918410528
1929	0.3918373704
1930	0.3918302541
1931	0.3918232763
1932	0.3918140736
1933	0.3918119164
1934	0.391810673
1935	0.3918085509
1936	0.3918005402
1937	0.3917954046
1938	0.3917933118
1939	0.3917912498
1940	0.39178534
1941	0.391776428
1942	0.391774364
1943	0.3917615144
1944	0.3917563783
1945	0.391749551
1946	0.3917393244
1947	0.3917287895
1948	0.3917219681
1949	0.3917170987
1950	0.3917126237
1951	0.3917047581
1952	0.3916984894
1953	0.3916906875
1954	0.3916823557
1955	0.391658992
1956	0.391652663
1957	0.3916408954
1958	0.3916303254
1959	0.3916239032
1960	0.3916102929
1961	0.391606502
1962	0.391604827
1963	0.3915928908
1964	0.3915880704
1965	0.3915700665
1966	0.3915654963
1967	0.3915586252
1968	0.39154746
1969	0.3915387265
1970	0.3915342327
1971	0.3915165734
1972	0.3915089234
1973	0.3914939728
1974	0.391487329
1975	0.3914818464
1976	0.3914792205
1977	0.39146857
1978	0.3914455657
1979	0.3914355698
1980	0.3914201846
1981	0.3914190254
1982	0.391410715
1983	0.3914037173
1984	0.3914022481
1985	0.3913922746
1986	0.3913855476
1987	0.3913808127
1988	0.39137967
1989	0.3913743086
1990	0.3913698571
1991	0.3913656615
1992	0.3913602378
1993	0.3913540938
1994	0.3913538599
1995	0.3913287681
1996	0.3913264468
1997	0.3913253289
1998	0.3913120253
1999	0.3913075999
