iter	Logloss
515	0.4081387973
516	0.4081325678
517	0.408104865
518	0.4080779474
519	0.4080298909
520	0.4080148486
521	0.408003469
522	0.4079863641
523	0.4079683405
524	0.4079295892
525	0.4079066596
526	0.4078880903
527	0.4078618763
528	0.4078441043
529	0.4078119629
530	0.4078117502
531	0.4077639389
532	0.4077409675
533	0.4077336841
534	0.4077131466
535	0.4076861427
536	0.4076585735
537	0.4076581073
538	0.4076449341
539	0.4076317552
540	0.4076021217
541	0.4075808099
542	0.4075323449
543	0.4074904242
544	0.4074824146
545	0.4074809907
546	0.4074675952
547	0.4074252489
548	0.4074068626
549	0.4073943674
550	0.407375642
551	0.4073630374
552	0.4073297303
553	0.4073265512
554	0.4072881255
555	0.4072503399
556	0.4072361406
557	0.4072169035
558	0.4071963949
559	0.4071917468
560	0.4071725299
561	0.4071722234
562	0.407170334
563	0.4071692918
564	0.4071542889
565	0.4071534187
566	0.4071200219
567	0.4071160848
568	0.4071015721
569	0.4070889971
570	0.4070778633
571	0.407049734
572	0.4070412526
573	0.4070406125
574	0.4070322894
575	0.4070314749
576	0.4070026014
577	0.406985124
578	0.4069567694
579	0.4069344425
580	0.406925374
581	0.4069245711
582	0.4068912321
583	0.4068696683
584	0.4068266843
585	0.4068010035
586	0.4067952287
587	0.406781907
588	0.4067550985
589	0.4067357049
590	0.4067079036
591	0.4066522804
592	0.4066358622
593	0.4066358622
594	0.4066338572
595	0.4066060204
596	0.4065755754
597	0.4065586382
598	0.4065479548
599	0.4065303676
600	0.4065261196
601	0.4065072838
602	0.4064974287
603	0.4064936152
604	0.4064711467
605	0.4064411778
606	0.4064241532
607	0.4064059058
608	0.406398113
609	0.4063856887
610	0.4063747154
611	0.4063723482
612	0.4063547727
613	0.4063236405
614	0.4063032816
615	0.406293502
616	0.4062927159
617	0.4062857648
618	0.4062729239
619	0.406241627
620	0.4062081989
621	0.4061832328
622	0.4061824491
623	0.4061768947
624	0.4061726559
625	0.4061437465
626	0.4061156585
627	0.4061018256
628	0.4061013106
629	0.4060950607
630	0.4060743069
631	0.4060704816
632	0.4060382393
633	0.4060322132
634	0.4059978799
635	0.4059923376
636	0.4059736388
637	0.4059590057
638	0.4059581374
639	0.4059526117
640	0.4059477532
641	0.4059393811
642	0.4059227299
643	0.4059013942
644	0.4058694537
645	0.4058572993
646	0.4058410873
647	0.4058209484
648	0.4057956064
649	0.4057939328
650	0.4057708221
651	0.4057573211
652	0.4057439754
653	0.4057295278
654	0.4057233586
655	0.4057212642
656	0.4057165579
657	0.4056948854
658	0.4056754953
659	0.405664829
660	0.4056378567
661	0.4056172364
662	0.4056114435
663	0.4056027822
664	0.4055891623
665	0.4055667961
666	0.4055376987
667	0.4055194577
668	0.4055045378
669	0.4054951865
670	0.4054925322
671	0.4054820731
672	0.4054693283
673	0.4054624115
674	0.4054341798
675	0.4054319587
676	0.4054018091
677	0.4053752643
678	0.4053546659
679	0.4053490592
680	0.4053299184
681	0.4053128361
682	0.4052871696
683	0.4052691955
684	0.4052654217
685	0.4052624075
686	0.405261637
687	0.405234597
688	0.4052234822
689	0.4052225081
690	0.405195025
691	0.4051829519
692	0.4051748333
693	0.4051708452
694	0.4051699928
695	0.4051548344
696	0.4051444034
697	0.4051196354
698	0.4050918753
699	0.4050812916
700	0.4050510363
701	0.4050345637
702	0.4050187279
703	0.4050099618
704	0.4049835004
705	0.404976492
706	0.4049727623
707	0.4049435194
708	0.4049291739
709	0.404921787
710	0.4049205882
711	0.4049089009
712	0.4048975156
713	0.4048935565
714	0.4048871728
715	0.4048552457
716	0.4048448402
717	0.4048404454
718	0.4048262596
719	0.4048138871
720	0.4048038606
721	0.404793751
722	0.404770594
723	0.404739712
724	0.4047267608
725	0.4047156823
726	0.404688075
727	0.404686502
728	0.4046854515
729	0.4046838416
730	0.4046828206
731	0.4046819116
732	0.4046738536
733	0.4046671075
734	0.4046607377
735	0.4046468236
736	0.4046181294
737	0.4046078641
738	0.4045964572
739	0.4045805736
740	0.4045680402
741	0.4045677866
742	0.4045636003
743	0.4045584323
744	0.4045527426
745	0.4045469723
746	0.4045459292
747	0.4045351567
748	0.4045322528
749	0.4045253079
750	0.4045219434
751	0.4045009059
752	0.4044940835
753	0.4044734312
754	0.4044429978
755	0.4044299592
756	0.4044233945
757	0.4044226581
758	0.4044172183
759	0.4044002167
760	0.4043909287
761	0.4043886481
762	0.4043806805
763	0.4043799487
764	0.4043771965
765	0.4043717796
766	0.4043661822
767	0.404353252
768	0.4043489507
769	0.4043457378
770	0.4043266527
771	0.4043201196
772	0.404294832
773	0.4042756448
774	0.4042694863
775	0.4042502097
776	0.4042396571
777	0.4042284718
778	0.4042272625
779	0.4042145121
780	0.4042066306
781	0.4041982758
782	0.4041975549
783	0.4041861699
784	0.4041854533
785	0.4041847845
786	0.4041747507
787	0.4041517865
788	0.4041504061
789	0.4041349767
790	0.4041253755
791	0.4041073961
792	0.4040908729
793	0.4040687616
794	0.4040390504
795	0.4040286958
796	0.4040014987
797	0.4039688898
798	0.4039667058
799	0.403952321
800	0.4039078961
801	0.4038995017
802	0.403896405
803	0.4038678898
804	0.4038515949
805	0.4038342328
806	0.403816259
807	0.4037997922
808	0.4037814258
809	0.4037749694
810	0.4037730458
811	0.4037644893
812	0.4037643874
813	0.4037596668
814	0.4037456835
815	0.4037239896
816	0.4037226083
817	0.4037218065
818	0.4037156088
819	0.4037121435
820	0.4037109854
821	0.4036997168
822	0.4036871125
823	0.4036626086
824	0.403644776
825	0.4036334118
826	0.4035862495
827	0.4035716082
828	0.4035481345
829	0.4035266099
830	0.4035190524
831	0.403501108
832	0.4034897441
833	0.4034683216
834	0.4034510258
835	0.4034293605
836	0.4033828428
837	0.4033693096
838	0.4033537654
839	0.4033530608
840	0.4033395735
841	0.4033208807
842	0.403305759
843	0.4032943964
844	0.4032784244
845	0.4032765094
846	0.4032683394
847	0.403256066
848	0.4032453198
849	0.4032372657
850	0.4032151708
851	0.4031911154
852	0.4031820904
853	0.4031813563
854	0.4031712448
855	0.4031695712
856	0.4031681109
857	0.4031578773
858	0.4031431753
859	0.4031265038
860	0.4031051355
861	0.4030799851
862	0.4030707132
863	0.4030559869
864	0.4030371374
865	0.4030360855
866	0.4030335491
867	0.403025616
868	0.4030053985
869	0.4029904239
870	0.4029403434
871	0.4029160946
872	0.4028849927
873	0.4028825753
874	0.4028737859
875	0.4028705223
876	0.4028651629
877	0.4028643091
878	0.4028617289
879	0.4028373304
880	0.4028268485
881	0.4028085138
882	0.4028078281
883	0.4028071464
884	0.4028014213
885	0.4027996645
886	0.4027816106
887	0.4027668279
888	0.4027651321
889	0.4027383914
890	0.4027377147
891	0.4027180005
892	0.4027106493
893	0.4027029111
894	0.4026830231
895	0.4026724252
896	0.4026584376
897	0.4026502623
898	0.4026336127
899	0.4026167351
900	0.4025852955
901	0.4025781201
902	0.4025563273
903	0.4025373101
904	0.4025282678
905	0.4025023379
906	0.4024880062
907	0.4024863577
908	0.4024750933
909	0.4024685772
910	0.4024436642
911	0.4024429993
912	0.4024360301
913	0.4024351483
914	0.402430977
915	0.4024301121
916	0.4024164661
917	0.4024135156
918	0.402403516
919	0.4023953663
920	0.4023899914
921	0.402382219
922	0.4023551767
923	0.402335727
924	0.4023122944
925	0.4023078765
926	0.4023067763
927	0.4022962183
928	0.4022631513
929	0.4022624932
930	0.4022548471
931	0.4022539043
932	0.4022488166
933	0.4022367511
934	0.4022344929
935	0.4022332416
936	0.4022164286
937	0.4022012488
938	0.402187183
939	0.4021620681
940	0.4021366869
941	0.4021350601
942	0.4021199013
943	0.4021129099
944	0.402106242
945	0.4020909812
946	0.4020665707
947	0.4020540629
948	0.402030773
949	0.4020064917
950	0.4020023642
951	0.4019715325
952	0.401970112
953	0.4019603876
954	0.4019551044
955	0.4019278034
956	0.4019255937
957	0.4019198225
958	0.401913171
959	0.4018986961
960	0.4018862972
961	0.4018812372
962	0.4018731278
963	0.4018569658
964	0.401846031
965	0.4018387888
966	0.401832717
967	0.4018319802
968	0.4018313352
969	0.4018279325
970	0.401802756
971	0.4017738203
972	0.4017731787
973	0.4017620597
974	0.4017301092
975	0.4017136647
976	0.4016995933
977	0.4016881778
978	0.4016874943
979	0.4016868549
980	0.4016721863
981	0.4016610105
982	0.4016531757
983	0.4016525403
984	0.4016477088
985	0.4016470771
986	0.4016361075
987	0.4016294312
988	0.4016244841
989	0.4016103883
990	0.4015798429
991	0.4015792146
992	0.4015481583
993	0.4015343398
994	0.4015334306
995	0.401519469
996	0.4014796299
997	0.4014241821
998	0.40142356
999	0.401421874
1000	0.4014047354
1001	0.4014036483
1002	0.4013965857
1003	0.4013956246
1004	0.4013882339
1005	0.4013715565
1006	0.4013693535
1007	0.4013627864
1008	0.4013569721
1009	0.401334709
1010	0.4013288756
1011	0.4013206181
1012	0.4013115496
1013	0.4012792166
1014	0.4012786135
1015	0.4012712919
1016	0.4012637753
1017	0.4012540256
1018	0.4012466256
1019	0.401217516
1020	0.4012170664
1021	0.401216473
1022	0.4011937684
1023	0.4011870186
1024	0.4011723524
1025	0.4011412323
1026	0.401132018
1027	0.4011314275
1028	0.4011211716
1029	0.4011054287
1030	0.4010873389
1031	0.4010817755
1032	0.4010570898
1033	0.4010143858
1034	0.4010115224
1035	0.4009863066
1036	0.400985688
1037	0.4009795142
1038	0.4009482827
1039	0.4009222973
1040	0.4009123278
1041	0.4009037471
1042	0.4008939782
1043	0.4008842678
1044	0.4008832016
1045	0.4008820282
1046	0.4008442805
1047	0.4008395498
1048	0.4008345712
1049	0.4008282526
1050	0.4008091024
1051	0.4008085331
1052	0.4008038925
1053	0.4007851507
1054	0.4007845487
1055	0.4007824003
1056	0.4007564348
1057	0.4007554589
1058	0.4007548993
1059	0.4007499775
1060	0.4007415395
1061	0.4007300406
1062	0.4007169971
1063	0.4007164413
1064	0.4006891566
1065	0.4006776969
1066	0.4006435608
1067	0.4006381515
1068	0.4006358282
1069	0.4006351775
1070	0.4006254578
1071	0.4006113331
1072	0.40058701
1073	0.4005864564
1074	0.400585906
1075	0.4005765058
1076	0.4005759075
1077	0.400567105
1078	0.4005665595
1079	0.400530267
1080	0.400528582
1081	0.4005070229
1082	0.4005064331
1083	0.4005038143
1084	0.4004783376
1085	0.400477715
1086	0.4004634435
1087	0.400450728
1088	0.4004282266
1089	0.400427694
1090	0.4003950891
1091	0.4003898966
1092	0.400384809
1093	0.4003531825
1094	0.4003509347
1095	0.4003204473
1096	0.4003199161
1097	0.4003193879
1098	0.400304516
1099	0.4002822656
1100	0.4002817404
1101	0.4002677449
1102	0.4002579609
1103	0.4002422731
1104	0.400241754
1105	0.400220606
1106	0.4002135092
1107	0.4001786781
1108	0.4001649327
1109	0.4001600932
1110	0.4001595794
1111	0.4001506627
1112	0.4001249023
1113	0.4001105485
1114	0.4000877443
1115	0.4000851331
1116	0.4000827985
1117	0.4000563847
1118	0.4000541071
1119	0.4000450325
1120	0.4000427967
1121	0.4000367698
1122	0.4000027527
1123	0.399989359
1124	0.3999846863
1125	0.3999555599
1126	0.3999412006
1127	0.3999169718
1128	0.3999147763
1129	0.399875702
1130	0.3998751909
1131	0.3998746828
1132	0.3998414159
1133	0.3998408366
1134	0.399840334
1135	0.3998262525
1136	0.3998250501
1137	0.3998050076
1138	0.3997869542
1139	0.3997864548
1140	0.3997832352
1141	0.3997737251
1142	0.3997694525
1143	0.3997689467
1144	0.3997684548
1145	0.3997533574
1146	0.3997527915
1147	0.3997523054
1148	0.399746013
1149	0.3997437786
1150	0.3997432962
1151	0.3997174541
1152	0.3997089921
1153	0.3996765356
1154	0.3996532119
1155	0.3996341741
1156	0.3996336941
1157	0.3996315594
1158	0.399599786
1159	0.3995933528
1160	0.3995882352
1161	0.3995752074
1162	0.3995658569
1163	0.3995627386
1164	0.3995621884
1165	0.3995576854
1166	0.3995488315
1167	0.3995483586
1168	0.3995403444
1169	0.3995338446
1170	0.3995220452
1171	0.3995020022
1172	0.3994841124
1173	0.3994734082
1174	0.3994682125
1175	0.3994467407
1176	0.3994392406
1177	0.3994360091
1178	0.3994347156
1179	0.3994325677
1180	0.3994278682
1181	0.399425593
1182	0.3994004305
1183	0.3993811662
1184	0.399359956
1185	0.3993578478
1186	0.3993361175
1187	0.3993356565
1188	0.3993293945
1189	0.3993081213
1190	0.3992771112
1191	0.3992765758
1192	0.3992518626
1193	0.3992354718
1194	0.3992350159
1195	0.3992263987
1196	0.3992259453
1197	0.3992254945
1198	0.3992232656
1199	0.3992001904
1200	0.3991759492
1201	0.3991553445
1202	0.3991491935
1203	0.3991487443
1204	0.3991474743
1205	0.3991470301
1206	0.3991465886
1207	0.3991461374
1208	0.399133604
1209	0.3991243604
1210	0.3991239283
1211	0.3991173117
1212	0.3990936409
1213	0.3990928005
1214	0.3990887068
1215	0.3990882625
1216	0.3990878207
1217	0.39908358
1218	0.3990751389
1219	0.3990630466
1220	0.3990329725
1221	0.3990153613
1222	0.3990013432
1223	0.3989732105
1224	0.3989321452
1225	0.3989291305
1226	0.398912551
1227	0.3989057185
1228	0.3988967008
1229	0.39887692
1230	0.3988624323
1231	0.3988620058
1232	0.3988531325
1233	0.3988470528
1234	0.3988426372
1235	0.3988134316
1236	0.3988112749
1237	0.3988083821
1238	0.3987719161
1239	0.3987588314
1240	0.398747118
1241	0.398744856
1242	0.3987130698
1243	0.3987126353
1244	0.3987121309
1245	0.3987117013
1246	0.3987108894
1247	0.398700274
1248	0.3986879606
1249	0.3986679519
1250	0.3986675392
1251	0.3986654872
1252	0.3986534058
1253	0.3986474482
1254	0.3986434571
1255	0.3986348586
1256	0.3986328426
1257	0.3986307087
1258	0.3986174118
1259	0.398588924
1260	0.3985885154
1261	0.398564889
1262	0.3985394921
1263	0.3985390857
1264	0.3985280189
1265	0.3985221808
1266	0.3985217772
1267	0.3985213628
1268	0.398501798
1269	0.3984988231
1270	0.3984984234
1271	0.3984953964
1272	0.3984889113
1273	0.3984806851
1274	0.398473654
1275	0.3984699506
1276	0.398443947
1277	0.3984277993
1278	0.3984220573
1279	0.3984216571
1280	0.3983862572
1281	0.3983745067
1282	0.3983724231
1283	0.3983720267
1284	0.3983699834
1285	0.3983421756
1286	0.3983338157
1287	0.3983302032
1288	0.3983267906
1289	0.3983097959
1290	0.3982790123
1291	0.3982785253
1292	0.3982704615
1293	0.398259012
1294	0.3982570232
1295	0.3982437457
1296	0.3982418332
1297	0.3982287653
1298	0.3981940408
1299	0.3981708996
1300	0.3981525443
1301	0.3981430312
1302	0.3981090097
1303	0.3981070559
1304	0.3981051265
1305	0.3980961212
1306	0.3980677577
1307	0.3980658182
1308	0.3980523873
1309	0.3980334055
1310	0.398025518
1311	0.3980076219
1312	0.3979929209
1313	0.3979660536
1314	0.3979327646
1315	0.3979064653
1316	0.3979060691
1317	0.3979021392
1318	0.3978894375
1319	0.3978779602
1320	0.39786123
1321	0.3978577245
1322	0.3978338962
1323	0.3978204118
1324	0.3978200208
1325	0.3978181188
1326	0.3978017012
1327	0.3977997825
1328	0.3977824604
1329	0.3977747318
1330	0.3977423202
1331	0.3977347482
1332	0.3977268928
1333	0.3977261136
1334	0.3977253511
1335	0.3977142584
1336	0.3977123497
1337	0.3976896901
1338	0.3976812009
1339	0.3976651456
1340	0.3976571881
1341	0.3976422516
1342	0.3976239693
1343	0.3976184448
1344	0.3976136831
1345	0.3975979481
1346	0.3975662143
1347	0.3975584451
1348	0.3975565495
1349	0.3975561635
1350	0.3975387516
1351	0.3975340556
1352	0.3975098332
1353	0.3974986901
1354	0.3974900067
1355	0.3974721547
1356	0.397458771
1357	0.3974478547
1358	0.3974371181
1359	0.3974246662
1360	0.3973935707
1361	0.3973859285
1362	0.3973737103
1363	0.3973432799
1364	0.3973313114
1365	0.397327968
1366	0.3973260864
1367	0.397325707
1368	0.3973169732
1369	0.3973093501
1370	0.3972794978
1371	0.3972502284
1372	0.3972428853
1373	0.3972320743
1374	0.3972287265
1375	0.3972219395
1376	0.3972134633
1377	0.3972033902
1378	0.3971651858
1379	0.3971606938
1380	0.3971518128
1381	0.3971379581
1382	0.3971156811
1383	0.3970895437
1384	0.3970861531
1385	0.3970829724
1386	0.3970712904
1387	0.3970640617
1388	0.3970407783
1389	0.3970403999
1390	0.3970332837
1391	0.3970179921
1392	0.3970010677
1393	0.3969906268
1394	0.3969874882
1395	0.3969723523
1396	0.3969719752
1397	0.3969543492
1398	0.3969524412
1399	0.3969520659
1400	0.3969476034
1401	0.3969225614
1402	0.396922188
1403	0.3969140487
1404	0.3968967485
1405	0.396887199
1406	0.3968601
1407	0.3968568714
1408	0.3968321971
1409	0.3968246435
1410	0.3968110638
1411	0.3968092025
1412	0.3967874176
1413	0.3967838466
1414	0.3967805801
1415	0.3967802058
1416	0.3967674006
1417	0.3967607392
1418	0.3967474601
1419	0.3967456276
1420	0.3967449149
1421	0.3967365602
1422	0.396734808
1423	0.3967102856
1424	0.3967033061
1425	0.3967015208
1426	0.3966774907
1427	0.3966771195
1428	0.3966685078
1429	0.396641043
1430	0.3966406738
1431	0.3966246323
1432	0.3966209413
1433	0.3966140417
1434	0.3966037786
1435	0.3965977945
1436	0.3965737694
1437	0.3965629594
1438	0.3965594019
1439	0.3965523624
1440	0.3965399188
1441	0.3965115033
1442	0.3965084401
1443	0.3965068704
1444	0.3965065091
1445	0.3964843199
1446	0.3964798401
1447	0.3964519499
1448	0.3964492386
1449	0.3964474744
1450	0.3964201249
1451	0.3964158218
1452	0.3964127714
1453	0.39640621
1454	0.3964010354
1455	0.3963907845
1456	0.3963856407
1457	0.3963839555
1458	0.3963762468
1459	0.396366169
1460	0.3963581414
1461	0.3963482443
1462	0.3963383438
1463	0.396311506
1464	0.3962970152
1465	0.396284436
1466	0.3962696613
1467	0.3962556406
1468	0.3962457773
1469	0.3962320212
1470	0.3962290373
1471	0.3962143517
1472	0.3962136799
1473	0.3962063887
1474	0.3962047442
1475	0.3962020949
1476	0.3961991279
1477	0.3961913129
1478	0.3961695497
1479	0.3961664943
1480	0.3961584113
1481	0.3961320452
1482	0.3961226056
1483	0.3961204771
1484	0.3961187928
1485	0.3960929337
1486	0.3960477115
1487	0.3960335347
1488	0.3960204307
1489	0.3959972021
1490	0.3959892814
1491	0.3959874056
1492	0.3959867484
1493	0.3959768542
1494	0.3959691959
1495	0.3959438108
1496	0.3959413272
1497	0.3959299204
1498	0.3959231502
1499	0.395910293
1500	0.3959094643
1501	0.3959030883
1502	0.3958961555
1503	0.3958898903
1504	0.3958872911
1505	0.3958837877
1506	0.3958770552
1507	0.3958633111
1508	0.3958607576
1509	0.3958601296
1510	0.3958451155
1511	0.3958316488
1512	0.3958220772
